source,year,abstract,label
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"DEMPTER Shafer adalah program Artificial Intelligence yang menggabungkan basis pengetahuan dengan mesin inferensi, yang merupakan bagian dari perangkat lunak spesialisasi tingkat tinggi yang berusaha menduplikasi fungsi seorang ahli dalam satu bidang keahlian tertentu, yang bertujuan untuk mengkalkulasi kemungkinan dari suatu peristiwa. Kata-kata sistem pakar, diagnosa, penyakit paru anak, dempster shafer. (Teks dengan relevansi EEA), atas dasar ini, sistem yang dapat membantu pengguna untuk dapat mendiagnosis penyakit paru-paru pada anak-anak. dan anak tersebut, berdasarkan hal tersebut, sebagai berikut ( (DES) (S ).",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Untuk jurusan Teknik Informatika penyebaran informasi yang dilakukan masih menggunakan cara manual yaitu dengan memberikan secara lansung dan menempelkan pengumuman pada papan pengumuman yang berada di depan sekretariat jurusan, namun cara tersebut tidak efisien karena tidak semua mahasiswa atau dosen selalu hadir dan memeriksa papan pengumuman. Papan informasi digital merupakan aplikasi yang dibuat menggunakan pemodelan Unified Modeling Languange (UML) Keywords” Informasi, Papan Digital, Aplikasi.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Ini adalah aplikasi yang digunakan untuk melakukan percakapan LAN dengan lebih mudah dan lebih cepat, karena sistem server yang digunakan menggunakan java scrip dan jalur jaringan yang digunakan adalah jalur LAN. Pada aplikasi yang peneliti rancang, chating room ini memiliki kelebihan akses yang cepat karena ruang lingkup yang digunakan dalam aplikasi ini adalah ruang lingkup LAN, dan ruang lingkup jaringan yang penulis rancang memiliki keterbatasan akses yang memadai. pada saat ini, pendaftaran email tidak mudah dan membutuhkan waktu yang cukup. , dan jalur yang digunakan oleh aplikasi adalah jalur jaringan LAN. s ` (` (LAN ) ` _ LAN `, `.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"tweet removal, pre-processing, klasifikasi teks, klasifikasi tweet, telah banyak digunakan dalam penelitian di bidang text mining, salah satunya adalah dalam klasifikasi teks. Hasil eksperimen menunjukkan bahwa penghapusan stopword dalam proses awal mampu meningkatkan kinerja klasifikasi yang dibuktikan dengan peningkatan akurasi. Kata kunci : Stopword removation, Pre-Processing Classification, Klasifikasi Teks, Klasifikasi Tweet (Tweet Classification), dan non-stopword removeration, Klasifikasi tweet ( Tweet Klasifikasi ). () ) ( ) -prosesing (D).",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"Ini menjelaskan bagaimana membuat sistem pendeteksi kebocoran gas LPG (Liquefied Petroleum Gas) dengan sensor MQ-2 yang dihubungkan dengan Mikrokontroler ESP8266, data yang diperoleh kemudian diupload ke server sehingga notifikasi kebocoran dapat diakses dari mana saja, dan sistem ini memiliki nilai standar ruangan tanpa kebocoran 4. 49 dan mampu mendeteksi kebocoran 25. 78 dalam waktu 10 menit dan laporan kontinus dengan interval 1 menit. Dan sistem ini memenuhi kaidah Internet of Things.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,", emas dikenal sebagai satu logam langka dan memiliki karakteristik unik adalah bahwa emas harus dicampur dengan logam lain kecuali pada tahap selanjutnya dari proses ini dari campuran emas memerlukan lebih banyak cara praktis dalampraktek. Pada kasus ini, aplikasi yang dibangun untuk mendeteksi warna emas dari satu warna emas adalah sangat baik, jika hanya parameter warna penggunaan yang digunakan. - Hasil tes diselesaikan pada 30sampel dari 18 - mutu, 19 - karat, 13. 3%, 21 -karat, 20%, 22 - karat dan 26. 6% perak dengan 23 - mutu. kuning - ukuran 23 - kualitas - emas - kualitas yang tidak begitu baik - karakteristik yang berwarna - karakteristik - logam yang lain - jenis-warna - spesifikasi - emas yang lain. - aplikasi yang lebih praktis - aplikasi tersebut - aplikasi -aplikasi. - sifat-proses aplikasi yang sama - aplikasi aplikasi yang digunakan - karakteristik.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"DFD adalah aplikasi yang dirancang dan dibangun untuk memenuhi kebutuhan di atas, tetapi dalam kenyataan bahwa tempat parkir adalah kebutuhan yang penting di semua lokasi, pengunjung tidak hanya parkir dalam waktu singkat, ada pengunjung yang menitipkan kendaraannya hingga berhari-hari, dan juga ketika kendaraan keluarga ingin keluar atau masuk ke lokasi, aplikasi ini dapat digunakan untuk menampilkan total biaya parkir yang dibayarkan oleh petugas parkir di masing-masing shift. , tetapi juga dapat diterapkan untuk menampilkan biaya parkir keseluruhan yang dikeluarkan oleh petugas selama masa aktif paket tersebut masih berlaku. - Aplikasi ini harus digunakan untuk menunjukkan jumlah total biaya yang disediakan oleh petugas pada sistem informasi yang akan digunakan untuk tujuan ini harus dibuat untuk tujuan itu akan digunakan oleh petugas. setiap , dari mereka harus dibedakan oleh mereka sendiri. ( ) - rumah sakit , untuk tujuan , pada saat , dll.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"(XYZ) adalah salah satu kabupaten di Jawa Tengah yang memiliki wilayah agraris yang sangat potensial dalam pertanian, perkebunan, peternakan, perikanan dan pariwisata. Informasi yang dapat diperoleh dari Sistem Informasi Geografis (SIG) berupa informasi spasial dan non-spasial dan proyeksi atau peramalan data pertanian dari tahun-tahun sebelumnya sangat diperlukan untuk mengatasi kesulitan untuk mengidentifikasi potensi komoditas pertanian di setiap kabupaten. XYZ adalah sektor strategis yang terkait dengan pengurangan kemiskinan, mengatasi pengangguran, membangun ketahanan pangan, memproduksi dan membeli pangan, pelestarian lingkungan dan basis pembangunan ekonomi.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"(1) Berdasarkan studi literatur dan penelitian sebelumnya, dapat dirumuskan bahwa faktor-faktor digital forensic readiness ini antara lain, Strategi, Kebijakan, Teknologi Keamanan, Digital Forensic Response, Kontrol Risiko dan Legalitas dapat diukur dengan menggunakan DiFRI, sehingga kesiapan institusi untuk mencegah dan menangani kejahatan dunia maya ini dapat diukur. dari berbagai faktor dan indikator tersebut akan menghasilkan nilai-nilai yang disebut Digital Forensik Readyness Index (DiFRI), Kejahatan Dunia Maya. - Digital Forensic - Rea.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"Ini bertujuan untuk menguji kualitas perangkat lunak sistem informasi akademik di Universitas Islam Negeri Sultan Agung. Pengujian ini menggunakan kerangka kerja McCall pada aspek produk operasi, lima metrik yang diuji adalah correctness, reliability, efficiency, integrity, dan usability. Hasil pengujian menunjukkan bahwa Sistem Informasi Akademik memiliki kualitas yang baik dengan nilai di atas 70.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,", pada dasarnya setiap perusahaan besar memiliki server yang besar seperti SAP, yang memerlukan pengawasan lebih, karyawan yang bertugas harus selalu stand-by di ruang server tersebut untuk mengatasi masalah yang dihadapi oleh klien, tetapi juga harus mengakui bahwa karyawan ini juga membutuhkan istirahat dan tidak selalu berada di tempat kerjanya. Oleh karena itu, tulisan ini bertujuan untuk mengetahui bagaimana teknik clustering mengatasi masalah server/client, di mana mereka dapat menerapkan teknik Clustering.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"(SVM) dan Naïve Bayes Classifier (NBC) merupakan dua algoritma yang sangat polpuler untuk pertambangan teks, khususnya untuk klasifikasi teks, penelitian sebelumnya kebanyakan menggunakan data tweet dari situs Twitter, data tersebut merupakan jenis teks formal dengan banyak sekali noise dan tidak mengindahkan aturan tata bahasa, pada klasifikasi teks Judul Artikel NBC memiliki kinerja yang lebih baik dibandingkan dengan SVM pada hasil klasifikasi teks yang lebih tinggi daripada penelitian sebelumnya. - Penelitian sebelumnya telah menggunakan jenis data yang hamper sama antara satu dengan yang lain. Hasil klasifikasi teks lainnya adalah:.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"( 1 ) Pada penelitian ini, dirancang sebuah sistem berupa Sistem Pendukung Keputusan yang digunakan untuk melakukan penilaian terhadap kualitas DPA, yaitu : Linearitas dengan Prodi, pemahaman proses belajar mengajar, pemahaman kurikulum, pemahaman komposisi mata kuliah, memiliki kemampuan motivatorik, serta memiliki kemampuan pemecahan masalah. Pengujian yang dilakukan dalam penelitian ini sebagai hasil analisis kualitas dari DPA dan dapat digunakan sebagai referensi bagi pengambil keputusan dalam menindaklanjuti hasil analisa yang diperoleh. , dan dapat diterapkan sebagai referensi untuk pengambilan keputusan. yang sesuai dengan pendekatan yang.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"Di bawah pendekatan ini, sistem rekomendasi restoran dengan preferensi selera makan penggunanya dimodelkan dengan sembilan atribut, yaitu sweet, savory, salty, sour, bitter, sauce, spicy, vegetable dan meat, yang masing-masing berisi bobot nilai 0 sampai 1 untuk merepresentasikan dominasi selera, sehingga sistem jogjanan kuliner juga memberikan rekomendasi makanan sesuai dengan selera penggunanya. Rekomendasi restoran dapat ditentukan dengan cara menghitung korelasi antara preferensi selera pengguna dan karakter rasa sebuah makanan, yang merupakan faktor utama dalam mempengaruhi hasil rekomendasi restoran tersebut adalah sebagai faktor penentu rekomendasi restoran yang sesuai dengan preferensi pengguna merekomendasikan restoran.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"hill chiper adalah fungsi matematis yang digunakan untuk melakukan enkripsi dan dekripsi data foto yang disimpan di perangkat mobile OS android, dengan cara menyimpan data foto tersebut ke dalam format sandi dan jika ingin membuka kembali informasi aslinya, perlu mengembalikan dari format sandi ke format asli (enkripsi dan dekode), sedangkan tingkat keacakan informasi pada file foto yang diproses akan sangat tergantung pada indeks kunci yang digunakan. Semakin besar indeks kuncinya, semakin tinggi tingkat keamanan informasi yang tersimpan di file foto tersebut. file foto hasil enkripsi yang dihasilkan. file Foto hasil enkripsi tersebut. (gambar) ( ) - File foto. s Data foto yang telah dilakukan pada data foto-foto yang bersangkutan. _ (file) - file foto). teks yang asli file foto.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"Implementing Framework atau SOP Investigasi yang berkembang saat ini menunjukkan bahwa setiap tahapan dan prosedur dalam proses forensika digital harus mengikuti aturan hukum dan mekanisme yang tepat, sehingga ketika tahapan tersebut terlewatkan dalam proses investigasi, hal itu akan menjadi masalah dan dapat digugat di pengadilan dan hasil investigasi yang dilakukan terkait dengan adanya prosedur yang tidak dilaksanakan, maka perlu dilakukan penelitian untuk mengidentifikasi ketentuan dan proses penting dalam dokumen SNI 27037:2014. oleh penyidik atau praktisi forensika Digital, untuk kemudian menghasilkan instrumen evaluasi yang dapat digunakan oleh penyidik dan praktisi forensik yang telah dibatalkannya prosedur yang telah dilakukan pada (E) ( ) telah dilakukan.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"Ini menggunakan studi literatur dalam mengembangkan knowledge sharing untuk usaha kecil dan menengah (UKM), hasil temuan menunjukkan bahwa UMKM dapat menerapkan pengetahuan berbagi baik secara informal, melalui komunikasi yang sangat dekat antara karyawan dan pimpinan dan konsultan eksternal, dan kemudian dapat mencapai efisiensi, strategi inovasi, dan peningkatan produktivitas, dan juga dapat mengembangkan sistem berbasis komputer sebagai sarana untuk berbagi pengetahuan dari Tacit Knowledge ke Explicit Knowladge atau sebaliknya.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2016,"Di era teknologi yang terus berkembang, khususnya smartphone, diharapkan dapat memberikan kontribusi positif dalam melakukan perhitungan bobot daging hewan qurban setiap tahun, dengan menggunakan teori kombinasi dengan dua komponen, yaitu Lingkar Dada dan Panjang Badan, menghasilkan berat bersih daging hewan kurban (kg), hak shohibul 1/3 daging hewan ( kg), hingga sisanya dibagikan kepada musthik (g). ) , sehingga dapat diprediksi secara otomatis. bobot daging sapi kurban daging sapi, sehingga lebih mudah bagi pengguna (kg) untuk disembelih. antarmuka perangkat yang lebih mudah digunakan (perangkat lunak) (t).",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"(DDoS) adalah jenis serangan dengan volume, intensitas, dan biaya mitigasi yang terus meningkat seiring dengan meningkatnya skala organisasi, penelitian ini bertujuan untuk mengembangkan pendekatan baru untuk mendeteksi serangan DDoS berdasarkan karakteristik aktivitas jaringan menggunakan neural network dengan fungsi FMAW sebagai metode deteksi. Data pelatihan dan pengujian diambil dari CAIDA DDos Attack 2007 dan simulasi mandiri. Pengujian terhadap metode Neural Network dengan Fungsi F MAW (FMAW).",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"cengkeh merupakan komoditas perkebunan yang memiliki nilai ekonomis cukup tinggi, sehingga perlu dilakukan akuisisi citra, ekstraksi citra, seleksi citra, clustering, dan analisis, menunjukkan bahwa penggunaan fitur yang dihasilkan dari proses seleksi fitur menggunakan information gain terbukti meningkatkan nilai akurasi, sedangkan fitur yang dipilih dari hasil seleksi menggunakan informa gain dengan nilai threshold 0,7 naik menjadi 88%. (Teks dengan relevansi EEA); Penggunaan seluruh parameter tersebut tidak berkolerasi positif dengan hasil penilaian kesesuaian lahan untuk tanaman Cengkeh digunakan hanya 50%, dan ( TES) ( ) yang signifikan, yang signifikan (A) , (D) ) - (C) , aplikasi , dll) a , masing- , yaitu , pada (p) validasi) ` s () : ) %) nya;.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"Untuk meningkatkan mutu dan kemudahan pelanggan dalam mengetahui informasi ketersediaan lapangan dan pemesanan lapangan, sistem berbasis web ini dibangun dengan menggunakan bahasa pemrograman PHP, Framework CodeIgniter dan basis data MySQL, sehingga pelanggan tidak perlu datang langsung untuk mengetahui ketersediaan lapangan, selain itu dapat dilakukan dengan mudah dengan adanya fitur top-up. Selain itu memudahkan karyawan dalam mengelola data pemesannya, penjadwalan. , dan juga memudahkan pelanggan untuk mengetahui jadwal lapangan.",ai
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"Direktori bisnis adalah sebuah situs web atau media cetak yang berisi daftar berbagai bisnis dalam kategori tertentu, dengan adanya direktori bisnis, pengusaha dan entrepreneur dapat menjangkau pasar yang tidak terbatas oleh wilayah, berdasarkan hasil pengujian dengan metode Black Box Testing, disimpulkan bahwa modul artikel telah berhasil dibuat dan berdasarkan pengujian menggunakan metode Blackbox testing, fungsi yang dibuat sudah sesuai dengan requirement sistem.",ai
